"SITECODE","BIOGEFRAPHICREG","PERCENTAGE"
"SE0110182","Boreal",100
"SE0110186","Boreal",100
"SE0110187","Boreal",100
"SE0110188","Boreal",100
"SE0110191","Boreal",100
"SE0110192","Boreal",100
"SE0110193","Boreal",100
"SE0110194","Boreal",100
"SE0110195","Boreal",100
"SE0110197","Boreal",100
"SE0110198","Boreal",100
"SE0110199","Boreal",100
"SE0110201","Boreal",100
"SE0110202","Boreal",100
"SE0110203","Boreal",100
"SE0110204","Boreal",100
"SE0110205","Boreal",100
"SE0110206","Boreal",100
"SE0110208","Boreal",100
"SE0110210","Boreal",100
"SE0110211","Boreal",100
"SE0110212","Boreal",100
"SE0110213","Boreal",100
"SE0110216","Boreal",100
"SE0110217","Boreal",100
"SE0110219","Boreal",100
"SE0110220","Boreal",100
"SE0110221","Boreal",100
"SE0110223","Boreal",100
"SE0110224","Boreal",100
"SE0110225","Boreal",100
"SE0110227","Boreal",100
"SE0110228","Boreal",100
"SE0110229","Boreal",100
"SE0110230","Boreal",100
"SE0110231","Boreal",100
"SE0110232","Boreal",100
"SE0110233","Boreal",100
"SE0110234","Boreal",100
"SE0110235","Boreal",100
"SE0110238","Boreal",100
"SE0110239","Boreal",100
"SE0110240","Boreal",100
"SE0110241","Boreal",100
"SE0110242","Boreal",100
"SE0110243","Boreal",100
"SE0110244","Boreal",100
"SE0110245","Boreal",100
"SE0110246","Boreal",100
"SE0110247","Boreal",100
"SE0110248","Boreal",100
"SE0110249","Boreal",100
"SE0110251","Boreal",100
"SE0110252","Boreal",100
"SE0110253","Boreal",100
"SE0110254","Boreal",100
"SE0110255","Boreal",100
"SE0110256","Boreal",100
"SE0110258","Boreal",100
"SE0110259","Boreal",100
"SE0110260","Boreal",100
"SE0110261","Boreal",100
"SE0110262","Boreal",100
"SE0110263","Boreal",100
"SE0110264","Boreal",100
"SE0110266","Boreal",100
"SE0110268","Boreal",100
"SE0110269","Boreal",100
"SE0110270","Boreal",100
"SE0110274","Boreal",100
"SE0110275","Boreal",100
"SE0110277","Boreal",100
"SE0110278","Boreal",100
"SE0110280","Boreal",100
"SE0110281","Boreal",100
"SE0110283","Boreal",100
"SE0110284","Boreal",100
"SE0110287","Boreal",100
"SE0110290","Boreal",100
"SE0110292","Boreal",100
"SE0110293","Boreal",100
"SE0110294","Boreal",100
"SE0110295","Boreal",100
"SE0110296","Boreal",100
"SE0110298","Boreal",100
"SE0110299","Boreal",100
"SE0110303","Boreal",100
"SE0110305","Boreal",100
"SE0110306","Boreal",100
"SE0110308","Boreal",100
"SE0110309","Boreal",100
"SE0110312","Boreal",100
"SE0110313","Boreal",100
"SE0110315","Boreal",100
"SE0110317","Boreal",100
"SE0110318","Boreal",100
"SE0110320","Boreal",100
"SE0110321","Boreal",100
"SE0110322","Boreal",100
"SE0110323","Boreal",100
"SE0210162","Boreal",100
"SE0210163","Boreal",100
"SE0210164","Boreal",100
"SE0210165","Boreal",100
"SE0210205","Boreal",100
"SE0210212","Boreal",100
"SE0210213","Boreal",100
"SE0210214","Boreal",100
"SE0210215","Boreal",100
"SE0210217","Boreal",100
"SE0210218","Boreal",100
"SE0210219","Boreal",100
"SE0210220","Boreal",100
"SE0210221","Boreal",100
"SE0210222","Boreal",100
"SE0210223","Boreal",100
"SE0210224","Boreal",100
"SE0210226","Boreal",100
"SE0210227","Boreal",100
"SE0210228","Boreal",100
"SE0210229","Boreal",100
"SE0210230","Boreal",100
"SE0210231","Boreal",100
"SE0210232","Boreal",100
"SE0210233","Boreal",100
"SE0210234","Boreal",100
"SE0210235","Boreal",100
"SE0210236","Boreal",100
"SE0210237","Boreal",100
"SE0210238","Boreal",100
"SE0210239","Boreal",100
"SE0210240","Boreal",100
"SE0210241","Boreal",100
"SE0210242","Boreal",100
"SE0210243","Boreal",100
"SE0210244","Boreal",100
"SE0210247","Boreal",100
"SE0210248","Boreal",100
"SE0210249","Boreal",100
"SE0210250","Boreal",100
"SE0210251","Boreal",100
"SE0210252","Boreal",100
"SE0210253","Boreal",100
"SE0210255","Boreal",100
"SE0210256","Boreal",100
"SE0210257","Boreal",100
"SE0210258","Boreal",100
"SE0210259","Boreal",100
"SE0210260","Boreal",100
"SE0210262","Boreal",100
"SE0210263","Boreal",100
"SE0210264","Boreal",100
"SE0210265","Boreal",100
"SE0210266","Boreal",100
"SE0210267","Boreal",100
"SE0210270","Boreal",100
"SE0210271","Boreal",100
"SE0210272","Boreal",100
"SE0210273","Boreal",100
"SE0210274","Boreal",100
"SE0210275","Boreal",100
"SE0210276","Boreal",100
"SE0210277","Boreal",100
"SE0210278","Boreal",100
"SE0210279","Boreal",100
"SE0210280","Boreal",100
"SE0210281","Boreal",100
"SE0210282","Boreal",100
"SE0210283","Boreal",100
"SE0210284","Boreal",100
"SE0210285","Boreal",100
"SE0210286","Boreal",100
"SE0210287","Boreal",100
"SE0210290","Boreal",100
"SE0210291","Boreal",100
"SE0210292","Boreal",100
"SE0210293","Boreal",100
"SE0210294","Boreal",100
"SE0210295","Boreal",100
"SE0210296","Boreal",100
"SE0210297","Boreal",100
"SE0210298","Boreal",100
"SE0210299","Boreal",100
"SE0210300","Boreal",100
"SE0210302","Boreal",100
"SE0210304","Boreal",100
"SE0210305","Boreal",100
"SE0210306","Boreal",100
"SE0210307","Boreal",100
"SE0210308","Boreal",100
"SE0210309","Boreal",100
"SE0210310","Boreal",100
"SE0210311","Boreal",100
"SE0210312","Boreal",100
"SE0210313","Boreal",100
"SE0210314","Boreal",100
"SE0210315","Boreal",100
"SE0210316","Boreal",100
"SE0210320","Boreal",100
"SE0210321","Boreal",100
"SE0210322","Boreal",100
"SE0210323","Boreal",100
"SE0210324","Boreal",100
"SE0210325","Boreal",100
"SE0210326","Boreal",100
"SE0210327","Boreal",100
"SE0210328","Boreal",100
"SE0210329","Boreal",100
"SE0210330","Boreal",100
"SE0210340","Boreal",100
"SE0210341","Boreal",100
"SE0210342","Boreal",100
"SE0210343","Boreal",100
"SE0210344","Boreal",100
"SE0210345","Boreal",100
"SE0210346","Boreal",100
"SE0210347","Boreal",100
"SE0210348","Boreal",100
"SE0210349","Boreal",100
"SE0210350","Boreal",100
"SE0210351","Boreal",100
"SE0210352","Boreal",100
"SE0210353","Boreal",100
"SE0210354","Boreal",100
"SE0210355","Boreal",100
"SE0210356","Boreal",100
"SE0210357","Boreal",100
"SE0210358","Boreal",100
"SE0210359","Boreal",100
"SE0210360","Boreal",100
"SE0210361","Boreal",100
"SE0210362","Boreal",100
"SE0210363","Boreal",100
"SE0210364","Boreal",100
"SE0210365","Boreal",100
"SE0210366","Boreal",100
"LV0831600","Boreal",0
"LV0831700","Boreal",0
"LV0831800","Boreal",0
"LV0831900","Boreal",0
"LV0843500","Boreal",0
"LV0900100","Boreal",0
"LV0900200","Boreal",0
"LV0900300","Boreal",0
"LV0900400","Boreal",0
"LV0900500","Boreal",0
"LV0900600","Boreal",0
"LV0900700","Boreal",0
"SE0110002","Boreal",100
"SE0110003","Boreal",100
"SE0110005","Boreal",100
"SE0110006","Boreal",100
"SE0110008","Boreal",100
"SE0110010","Boreal",100
"SE0110015","Boreal",100
"SE0110017","Boreal",100
"SE0110020","Boreal",100
"SE0110024","Boreal",100
"SE0110031","Boreal",100
"SE0110034","Boreal",100
"SE0110038","Boreal",100
"SE0110041","Boreal",100
"SE0110043","Boreal",100
"SE0110051","Boreal",100
"SE0110078","Boreal",100
"SE0110080","Boreal",100
"SE0110082","Boreal",100
"SE0110083","Boreal",100
"SE0110085","Boreal",100
"SE0110086","Boreal",100
"SE0110087","Boreal",100
"SE0110088","Boreal",100
"SE0110092","Boreal",100
"SE0110096","Boreal",100
"SE0110101","Boreal",100
"SE0110102","Boreal",100
"SE0110103","Boreal",100
"SE0110104","Boreal",100
"SE0110105","Boreal",100
"SE0110106","Boreal",100
"SE0110107","Boreal",100
"SE0110108","Boreal",100
"SE0110109","Boreal",100
"SE0110110","Boreal",100
"SE0110111","Boreal",100
"SE0110112","Boreal",100
"SE0110113","Boreal",100
"SE0110114","Boreal",100
"SE0110115","Boreal",100
"SE0110118","Boreal",100
"SE0110119","Boreal",100
"SE0110120","Boreal",100
"SE0110122","Boreal",100
"SE0110123","Boreal",100
"SE0110124","Boreal",100
"SE0110126","Boreal",100
"SE0110127","Boreal",100
"SE0110128","Boreal",100
"SE0110130","Boreal",100
"SE0110131","Boreal",100
"SE0110132","Boreal",100
"SE0110133","Boreal",100
"SE0110135","Boreal",100
"SE0110137","Boreal",100
"SE0110324","Boreal",100
"SE0110325","Boreal",100
"SE0110327","Boreal",100
"SE0110329","Boreal",100
"SE0110330","Boreal",100
"SE0110331","Boreal",100
"SE0110332","Boreal",100
"SE0110333","Boreal",100
"SE0110334","Boreal",100
"SE0110337","Boreal",100
"SE0110338","Boreal",100
"SE0110339","Boreal",100
"SE0110340","Boreal",100
"SE0110341","Boreal",100
"SE0110345","Boreal",100
"SE0110346","Boreal",100
"SE0110347","Boreal",100
"SE0110348","Boreal",100
"SE0110349","Boreal",100
"SE0110351","Boreal",100
"SE0110355","Boreal",100
"SE0110359","Boreal",100
"SE0110360","Boreal",100
"SE0110361","Boreal",100
"SE0110362","Boreal",100
"SE0110363","Boreal",100
"SE0110365","Boreal",100
"SE0110366","Boreal",100
"SE0110367","Boreal",100
"SE0110369","Boreal",100
"SE0110370","Boreal",100
"SE0110372","Boreal",100
"SE0110373","Boreal",100
"SE0110375","Boreal",100
"SE0110376","Boreal",100
"SE0110377","Boreal",100
"SE0110378","Boreal",100
"SE0110379","Boreal",100
"SE0110380","Boreal",100
"SE0110381","Boreal",100
"SE0110382","Boreal",100
"SE0110383","Boreal",100
"SE0110384","Boreal",100
"SE0110385","Boreal",100
"SE0210008","Boreal",100
"SE0210019","Boreal",100
"SE0210023","Boreal",100
"SE0210037","Boreal",100
"SE0210040","Boreal",100
"SE0210041","Boreal",100
"SE0210045","Boreal",100
"SE0210049","Boreal",100
"SE0210052","Boreal",100
"SE0210058","Boreal",100
"SE0210062","Boreal",100
"SE0210077","Boreal",100
"SE0210078","Boreal",100
"SE0210081","Boreal",100
"SE0210083","Boreal",100
"SE0210152","Boreal",100
"SE0210153","Boreal",100
"SE0210155","Boreal",100
"SE0210156","Boreal",100
"SE0210157","Boreal",100
"SE0210158","Boreal",100
"SE0210159","Boreal",100
"SE0210160","Boreal",100
"SE0210161","Boreal",100
"SE0210367","Boreal",100
"SE0210368","Boreal",100
"SE0210369","Boreal",100
"SE0210370","Boreal",100
"SE0210371","Boreal",100
"SE0210372","Boreal",100
"SE0210373","Boreal",100
"SE0220009","Boreal",100
"SE0220011","Boreal",100
"SE0220012","Boreal",100
"SE0220013","Boreal",100
"SE0220017","Boreal",100
"SE0220020","Boreal",100
"SE0220021","Boreal",100
"SE0220028","Boreal",100
"SE0220034","Boreal",100
"SE0220059","Boreal",100
"SE0220063","Boreal",100
"SE0220069","Boreal",100
"SE0220072","Boreal",100
"SE0220077","Boreal",100
"SE0220078","Boreal",100
"SE0220083","Boreal",100
"SE0220085","Boreal",100
"SE0220087","Boreal",100
"SE0220088","Boreal",100
"SE0220089","Boreal",100
"SE0220103","Boreal",100
"SE0220104","Boreal",100
"SE0220106","Boreal",100
"SE0220110","Boreal",100
"SE0220115","Boreal",100
"SE0220118","Boreal",100
"SE0220119","Boreal",100
"SE0220122","Boreal",100
"SE0220124","Boreal",100
"SE0220126","Boreal",100
"SE0220129","Boreal",100
"SE0220130","Boreal",100
"SE0220137","Boreal",100
"SE0220145","Boreal",100
"SE0220148","Boreal",100
"SE0220150","Boreal",100
"SE0220151","Boreal",100
"SE0220152","Boreal",100
"SE0220154","Boreal",100
"SE0220156","Boreal",100
"SE0220160","Boreal",100
"SE0220166","Boreal",100
"SE0220168","Boreal",100
"SE0220174","Boreal",100
"SE0220175","Boreal",100
"SE0220176","Boreal",100
"SE0220182","Boreal",100
"SE0220191","Boreal",100
"SE0220193","Boreal",100
"SE0220194","Boreal",100
"SE0220197","Boreal",100
"SE0220199","Boreal",100
"SE0220201","Boreal",100
"SE0220202","Boreal",100
"SE0220203","Boreal",100
"SE0220204","Boreal",100
"SE0220205","Boreal",100
"SE0220206","Boreal",100
"SE0220207","Boreal",100
"SE0220208","Boreal",100
"SE0220210","Boreal",100
"SE0220211","Boreal",100
"SE0220212","Boreal",100
"SE0220213","Boreal",100
"SE0220214","Boreal",100
"SE0220215","Boreal",100
"SE0220216","Boreal",100
"SE0220217","Boreal",100
"SE0220218","Boreal",100
"SE0220219","Boreal",100
"SE0220220","Boreal",100
"SE0220223","Boreal",100
"SE0220224","Boreal",100
"SE0220226","Boreal",100
"SE0220227","Boreal",100
"SE0220228","Boreal",100
"SE0220229","Boreal",100
"SE0220231","Boreal",100
"SE0220232","Boreal",100
"SE0220233","Boreal",100
"SE0220234","Boreal",100
"SE0220235","Boreal",100
"SE0220236","Boreal",100
"SE0220237","Boreal",100
"SE0220238","Boreal",100
"SE0220239","Boreal",100
"SE0220240","Boreal",100
"SE0220241","Boreal",100
"SE0220243","Boreal",100
"SE0220245","Boreal",100
"SE0220247","Boreal",100
"SE0220248","Boreal",100
"SE0220250","Boreal",100
"SE0220251","Boreal",100
"SE0220252","Boreal",100
"SE0220253","Boreal",100
"SE0220255","Boreal",100
"SE0220257","Boreal",100
"SE0220301","Boreal",100
"SE0220303","Boreal",100
"SE0220304","Boreal",100
"SE0220305","Boreal",100
"SE0220306","Boreal",100
"SE0220309","Boreal",100
"SE0220310","Boreal",100
"SE0220311","Boreal",100
"SE0220312","Boreal",100
"SE0220314","Boreal",100
"SE0220315","Boreal",100
"SE0220317","Boreal",100
"SE0220318","Boreal",100
"SE0220320","Boreal",100
"SE0220322","Boreal",100
"SE0220327","Boreal",100
"SE0220328","Boreal",100
"SE0220329","Boreal",100
"SE0220330","Boreal",100
"SE0220331","Boreal",100
"SE0220332","Boreal",100
"SE0220333","Boreal",100
"SE0220334","Boreal",100
"SE0220335","Boreal",100
"SE0220336","Boreal",100
"SE0220337","Boreal",100
"SE0220338","Boreal",100
"SE0220339","Boreal",100
"SE0220340","Boreal",100
"SE0220341","Boreal",100
"SE0220343","Boreal",100
"SE0230023","Boreal",100
"SE0230029","Boreal",100
"SE0230038","Boreal",100
"SE0230047","Boreal",100
"SE0230048","Boreal",100
"SE0230049","Boreal",100
"SE0230055","Boreal",100
"SE0230056","Boreal",100
"SE0230067","Boreal",100
"SE0230069","Boreal",100
"SE0230079","Boreal",100
"SE0230082","Boreal",100
"SE0230084","Boreal",100
"SE0230087","Boreal",100
"SE0230090","Boreal",100
"SE0230100","Boreal",100
"SE0230101","Boreal",100
"SE0230124","Boreal",100
"SE0230125","Boreal",100
"SE0230126","Boreal",100
"SE0230127","Boreal",100
"SE0230128","Boreal",100
"SE0230129","Boreal",100
"SE0230130","Boreal",100
"SE0230131","Boreal",100
"SE0230132","Boreal",100
"SE0230133","Boreal",100
"SE0230134","Boreal",100
"SE0230135","Boreal",100
"SE0230136","Boreal",100
"SE0230137","Boreal",100
"SE0230138","Boreal",100
"SE0230139","Boreal",100
"SE0230140","Boreal",100
"SE0230141","Boreal",100
"SE0230142","Boreal",100
"SE0230143","Boreal",100
"SE0230144","Boreal",100
"SE0230145","Boreal",100
"SE0230147","Boreal",100
"SE0230149","Boreal",100
"SE0230150","Boreal",100
"SE0230151","Boreal",100
"SE0230152","Boreal",100
"SE0230154","Boreal",100
"SE0230156","Boreal",100
"SE0230157","Boreal",100
"SE0230158","Boreal",100
"SE0230159","Boreal",100
"SE0230160","Boreal",100
"SE0230161","Boreal",100
"SE0230162","Boreal",100
"SE0230163","Boreal",100
"SE0230164","Boreal",100
"SE0230165","Boreal",100
"SE0230166","Boreal",100
"SE0230167","Boreal",100
"SE0230168","Boreal",100
"SE0230169","Boreal",100
"SE0230170","Boreal",100
"SE0230171","Boreal",100
"SE0230172","Boreal",100
"SE0230173","Boreal",100
"SE0230174","Boreal",100
"SE0230175","Boreal",100
"SE0230176","Boreal",100
"SE0230177","Boreal",100
"SE0230178","Boreal",100
"SE0230250","Boreal",100
"SE0230251","Boreal",100
"SE0230252","Boreal",100
"SE0230254","Boreal",100
"SE0230255","Boreal",100
"SE0230256","Boreal",100
"SE0230257","Boreal",100
"SE0230258","Boreal",100
"SE0230259","Boreal",100
"SE0230260","Boreal",100
"SE0230261","Boreal",100
"SE0230262","Boreal",100
"SE0230263","Boreal",100
"SE0230264","Boreal",100
"SE0230265","Boreal",100
"SE0230266","Boreal",100
"SE0230267","Boreal",100
"SE0230268","Boreal",100
"SE0230269","Boreal",100
"SE0230271","Boreal",100
"SE0230272","Boreal",100
"SE0230273","Boreal",100
"BE35025C0","Continental",100
"BE35026C0","Continental",100
"BE35027C0","Continental",100
"BE35028C0","Continental",100
"BE35029C0","Continental",100
"BE35030C0","Continental",100
"BE35031C0","Continental",100
"BE35032C0","Continental",100
"BE35033B0","Continental",100
"BE35034C0","Continental",100
"BE35035C0","Continental",100
"BE35036C0","Continental",100
"BE35037C0","Continental",100
"BE35038C0","Continental",100
"BE35039C0","Continental",100
"BE35040C0","Continental",100
"BE35041C0","Continental",100
"BE35042C0","Continental",100
"BE35043C0","Continental",100
"BE35044C0","Continental",100
"BE35045C0","Continental",100
"BE35046C0","Continental",100
"BE35047C0","Continental",100
"BE35048C0","Continental",100
"BE35049C0","Continental",100
"BEMNZ0001","Marine Atlantic",100
"BEMNZ0002","Marine Atlantic",100
"BEMNZ0003","Marine Atlantic",100
"BEMNZ0004","Marine Atlantic",100
"BEMNZ0005","Atlantic",0
"LV0531400","Boreal",0
"LV0531500","Boreal",0
"LV0531600","Boreal",0
"LV0531700","Boreal",0
"LV0531800","Boreal",0
"LV0531900","Boreal",0
"LV0532000","Boreal",0
"LV0532200","Boreal",0
"LV0532300","Boreal",0
"LV0532400","Boreal",0
"SE0230394","Boreal",100
"SE0230395","Boreal",100
"SE0230396","Boreal",100
"SE0230397","Boreal",100
"SE0240001","Boreal",100
"SE0240002","Boreal",100
"SE0240004","Boreal",100
"SE0240007","Boreal",100
"SE0240009","Boreal",100
"SE0240011","Boreal",100
"SE0240017","Boreal",100
"SE0240020","Boreal",100
"SE0240021","Boreal",100
"SE0240022","Boreal",100
"SE0240024","Boreal",100
"SE0240027","Boreal",100
"SE0240028","Boreal",100
"SE0240029","Boreal",100
"SE0240030","Boreal",100
"SE0240032","Boreal",100
"SE0240034","Boreal",100
"SE0240035","Boreal",100
"SE0240036","Boreal",100
"SE0240037","Boreal",100
"SE0240038","Boreal",100
"SE0240039","Boreal",100
"SE0240040","Boreal",100
"SE0240042","Boreal",100
"SE0240043","Boreal",100
"SE0240045","Boreal",100
"SE0240048","Boreal",100
"SE0240051","Boreal",100
"SE0240052","Boreal",100
"SE0240053","Boreal",100
"SE0240054","Boreal",100
"SE0240055","Boreal",100
"SE0240056","Boreal",100
"SE0240057","Boreal",100
"SE0240058","Boreal",100
"SE0240059","Boreal",100
"SE0240061","Boreal",100
"SE0240062","Boreal",100
"SE0240063","Boreal",100
"SE0240064","Boreal",100
"SE0240065","Boreal",100
"SE0240066","Boreal",100
"SE0240067","Boreal",100
"SE0240069","Boreal",100
"SE0240070","Boreal",100
"SE0240071","Boreal",100
"SE0240072","Boreal",100
"SE0240073","Boreal",100
"SE0240074","Boreal",100
"SE0240075","Boreal",100
"SE0240076","Boreal",100
"SE0240077","Boreal",100
"SE0240078","Boreal",100
"SE0240079","Boreal",100
"SE0240081","Boreal",100
"SE0240082","Boreal",100
"SE0240083","Boreal",100
"SE0240084","Boreal",100
"SE0240085","Boreal",100
"SE0240086","Boreal",100
"SE0240087","Boreal",100
"SE0240088","Boreal",100
"SE0240089","Boreal",100
"SE0240090","Boreal",100
"SE0240091","Boreal",100
"SE0240092","Boreal",100
"SE0240093","Boreal",100
"SE0240094","Boreal",100
"SE0240096","Boreal",100
"SE0240097","Boreal",100
"SE0240098","Boreal",100
"SE0240099","Boreal",100
"SE0240100","Boreal",100
"SE0240101","Boreal",100
"SE0240103","Boreal",100
"SE0240104","Boreal",100
"SE0240105","Boreal",100
"SE0240106","Boreal",100
"SE0240107","Boreal",100
"SE0240108","Boreal",100
"SE0240109","Boreal",100
"SE0240110","Boreal",100
"SE0240111","Boreal",100
"SE0240112","Boreal",100
"SE0240113","Boreal",100
"SE0240114","Boreal",100
"SE0240115","Boreal",100
"SE0240116","Boreal",100
"SE0240117","Boreal",100
"SE0240118","Boreal",100
"SE0240119","Boreal",100
"SE0240120","Boreal",100
