"SITECODE","NAME","EMAIL","ADDRESS_UNSTRUCTURED","ADMINUNIT","THOROUGHFARE","DESIGNATOR","POSTCODE","POSTNAME","ADDRESS","LOCATORNAME"
"FI0600006","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600007","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600008","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600009","","","Pohjois-Savon ympäristökeskus PL 1049, 70101 Kuopio","","","","","","",""
"FI0600010","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600011","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600012","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600013","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600014","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600015","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600016","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600018","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600019","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600020","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600021","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600022","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600023","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600024","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600025","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600026","","","Metsähallitus, Itä-Suomen puistoalue PL 28  57131 Savonlinna","","","","","","",""
"FI0600027","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600028","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600029","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600030","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600031","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600032","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600033","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600034","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600035","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600036","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600039","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600040","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600042","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600043","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600049","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600051","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600052","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600053","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600054","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600055","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600056","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600057","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600059","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600060","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600061","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600062","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600063","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600066","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600067","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600068","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A, 81700 Lieksa","","","","","","",""
"FI0600069","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600070","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600071","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A, 81700 Lieksa","","","","","","",""
"FI0600072","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600073","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600074","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600075","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600076","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600077","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600078","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600079","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600080","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600081","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600082","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600084","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600086","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600087","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600088","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600089","","","Metsähallitus, Itä-Suomen puistoalue PL 28 57131 Savonlinna","","","","","","",""
"FI0600096","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600099","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600101","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600102","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600103","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600104","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600105","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600106","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600107","","","Pohjois-Savon ympäristökeskus PL 104970101 Kuopio","","","","","","",""
"FI0600108","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0600109","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0600110","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0600111","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600112","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600113","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600114","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0700001","","","Pohjois-Karjalan ympäristökeskus PL  69, 80101 Joensuu","","","","","","",""
"FI0700002","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700003","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700004","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700005","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700006","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700007","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JoensuuPL 69, 80101 Joensuu","","","","","","",""
"FI0700008","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700009","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700010","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700011","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700012","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700013","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700014","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700015","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700016","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700017","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700018","","","Pohjois-Karjalan ympäristökeskus Pl 69, 80101 JOENSUU","","","","","","",""
"FI0700019","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700020","","","Pohjois-Karjalan ympäristökeskus        PL 69, 80101 JoensuuMetsähallitus, Itä-Suomen puistoaluePL 28, 57131 Savonlinna","","","","","","",""
"FI0700021","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700022","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700023","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700024","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700025","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700028","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700029","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700030","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700031","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700032","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700033","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700034","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700035","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700036","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700037","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700038","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700039","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700040","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700041","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700042","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700043","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A, 81700 Lieksa","","","","","","",""
"FI0700044","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700045","","","Metsähallitus Itä-Suomen luontopalvelut Urheilukatu 3 A, 81700 Lieksa","","","","","","",""
"FI0700046","","","Metsähallitus, Itä-Suomen puistoalue       Metsähallitus PL 28, 57131 Savonlinna                             Virkistyspalvelut, Itä-Suomen alue                                                                       PL 1058, 70101 Kuopio","","","","","","",""
"FI0700047","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700048","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700049","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700050","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A, 81700 Lieksa","","","","","","",""
"FI0700051","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700052","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700053","","","Metsähallitus, Virkistyspalvelut, Itä-Suomen alue ja MH, Itä-Suomen puistoalue PL 1058, 70101 Kuopio                             PL 28, 57131 Savonlinna","","","","","","",""
"FI0700054","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700055","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700056","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700057","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700058","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700059","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700060","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700061","","","Metsähallitus, Itä-Suomen puistoalue           Pohjois-Karjalan ympäristökeskus PL 28, 57131 Savonlinna                                 PL 69, 80101 JoensuuPohjois-Karjalan ympäristökeskusPL 69, 80101 Joensuu","","","","","","",""
"FI0700063","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700064","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 SavonlinnaMetsähallitusVirkistyspalvelut, Itä-Suomen aluePL 1058, 70101 Kuopio","","","","","","",""
"FI0700065","","","Metsähallitus, Itä-Suomen puistoalue  PL 28, 57131 Savonlinna     Itä-Suomen Metsäkone- ja Maaseutuopetuskeskus Metsurintie 2 A, 75700 Valtimo","","","","","","",""
"FI0700066","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700067","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700068","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700069","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700070","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700071","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700072","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700073","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700074","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700075","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700076","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700077","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700078","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700079","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700080","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700081","","","Metsähallitus, Itä-Suomen puistoalue PL 28, 57131 Savonlinna","","","","","","",""
"FI0700082","","","Metsähallitus Metsätalous, Lieksan yksikköUrheilukatu 3 A, 81700 Lieksa013-5205700","","","","","","",""
"FI0700083","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700084","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700085","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700088","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JOENSUU","","","","","","",""
"FI0700089","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JOENSUU","","","","","","",""
"FI0700090","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JOENSUU","","","","","","",""
"FI0700091","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JOENSUU","","","","","","",""
"FI0700092","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 JOENSUU","","","","","","",""
"FI0700093","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700094","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700095","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700097","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700098","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700100","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700102","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700103","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700106","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700107","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700108","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700109","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700110","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700111","","","Pohjois-Karjalan ympäristökeskus PL 6980101 Joensuu","","","","","","",""
"FI0700113","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700115","","","Metsähallitus, Itä-Suomen luontopalvelut Akselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0700116","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700117","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
